0,1,2,3,4,5,6,7,8,9,10,11,12,13,winner,turn,move_number
1,5,1,0,0,0,1,4,3,1,10,8,8,6,player_1,player_2,9
22,0,0,0,0,2,0,11,1,8,4,0,0,0,player_2,player_2,24
8,1,0,3,0,7,0,5,0,8,1,8,6,1,player_1,player_2,11
9,0,0,16,6,0,2,9,3,0,1,0,0,2,player_2,player_2,24
10,0,0,0,0,2,9,5,7,0,0,8,7,0,player_1,player_1,11
6,1,10,4,1,0,0,8,1,10,0,2,1,4,player_1,player_1,18
16,1,0,0,0,0,0,26,0,0,0,0,0,5,player_1,,35
5,2,0,0,7,4,2,7,10,0,5,0,4,2,player_1,player_2,16
12,1,2,1,2,8,2,10,5,1,0,1,1,2,player_1,player_1,22
13,3,1,0,0,8,0,6,9,0,1,2,3,2,player_2,player_2,15
3,1,7,0,6,1,6,2,6,6,1,1,1,7,player_2,player_2,7
16,0,0,0,0,2,3,20,0,0,0,0,0,7,player_1,player_2,33
1,5,4,4,4,4,0,1,5,5,0,5,5,5,tie,player_1,2
10,0,2,8,2,0,0,13,1,0,0,3,0,9,player_2,player_2,30
19,3,1,2,3,0,2,9,3,2,1,0,1,2,player_2,player_2,25
1,0,2,7,6,6,6,0,0,5,5,5,5,0,player_1,player_1,4
27,0,0,0,0,0,0,21,0,0,0,0,0,0,player_2,,42
14,1,4,3,7,0,3,13,0,1,0,2,0,0,player_2,player_1,38
14,1,5,11,0,0,0,11,0,0,3,0,0,3,player_2,player_1,30
0,4,4,0,5,0,6,2,0,6,6,5,5,5,player_2,player_1,3
17,7,0,0,0,1,0,7,2,0,2,1,2,9,player_2,player_1,18
4,0,0,8,8,1,3,4,0,0,3,9,0,8,player_2,player_2,11
17,1,0,1,1,1,3,13,0,1,0,5,5,0,player_1,player_1,24
41,0,0,0,0,0,0,7,0,0,0,0,0,0,player_2,,19
22,1,2,2,2,3,2,12,0,0,0,0,1,1,player_2,player_1,46
13,1,0,2,6,1,0,8,0,2,12,0,2,1,player_2,player_2,23
0,4,4,4,4,0,5,1,0,6,5,5,5,5,tie,player_1,2
24,1,1,0,2,5,0,4,0,0,0,1,10,0,player_2,player_1,22
14,0,2,2,2,3,0,14,0,1,0,2,1,7,player_1,player_1,42
13,3,4,0,11,1,0,8,2,2,1,0,3,0,player_2,player_1,26
20,1,3,1,0,0,2,17,1,0,0,1,1,1,player_2,player_2,38
18,1,0,1,3,0,4,20,0,1,0,0,0,0,player_1,player_1,38
2,0,6,6,0,2,7,3,6,5,5,0,5,1,player_2,player_2,6
6,4,5,1,2,1,7,5,0,2,5,5,0,5,player_1,player_1,22
9,0,0,0,6,0,2,19,0,1,7,0,3,1,player_1,player_2,26
5,0,3,1,7,1,8,3,7,0,0,3,0,10,player_2,player_1,10
1,1,0,2,8,7,6,2,5,1,5,5,5,0,player_1,player_2,6
1,1,1,0,7,7,1,4,1,8,0,6,6,5,player_1,player_1,8
5,2,0,1,4,8,1,4,1,0,1,9,9,3,player_2,player_2,13
18,1,1,2,1,0,0,20,1,1,3,0,0,0,player_1,player_2,46
1,0,2,7,7,0,0,3,6,1,8,0,7,6,player_1,player_2,8
2,1,0,7,3,2,7,3,2,6,1,8,6,0,player_1,player_2,8
5,0,7,0,4,3,1,12,0,0,5,9,0,2,player_1,player_1,16
14,1,5,1,2,6,0,7,6,0,3,0,3,0,player_1,player_1,18
8,1,1,0,8,2,1,11,0,5,0,1,4,6,player_1,player_1,22
15,1,0,7,1,1,8,13,0,0,0,0,2,0,player_1,player_1,23
2,1,3,7,6,6,0,7,0,1,0,1,7,7,tie,player_1,6
7,0,6,11,0,6,0,7,2,2,0,0,1,6,player_2,player_2,22
16,0,0,0,1,1,2,16,6,2,2,1,0,1,player_2,player_2,43
11,1,1,11,1,1,0,15,1,1,2,1,2,0,player_1,player_1,26
1,5,1,6,5,5,5,0,4,4,4,4,4,0,player_1,player_1,2
4,8,4,2,1,4,2,5,2,2,10,0,3,1,player_2,player_1,12
4,2,0,0,0,10,0,19,8,0,0,2,3,0,player_1,player_1,23
7,0,0,13,0,3,3,11,1,1,2,0,6,1,player_1,player_2,25
11,0,4,1,0,2,1,12,1,5,3,5,3,0,player_1,player_2,35
9,0,2,0,0,9,0,6,4,1,0,0,4,13,player_1,player_1,20
7,0,0,2,1,3,6,7,11,0,9,0,0,2,player_1,player_2,18
15,0,1,4,0,1,5,19,0,0,0,0,1,2,player_2,player_1,50
10,0,1,2,0,0,1,22,0,2,1,0,7,2,player_1,player_2,35
28,0,0,0,0,0,0,20,0,0,0,0,0,0,player_2,,49
1,5,1,0,6,1,7,2,2,7,6,5,5,0,tie,player_2,5
11,6,0,1,2,1,2,15,0,1,2,1,5,1,player_1,player_2,47
3,6,1,0,2,4,8,4,7,0,7,6,0,0,player_1,player_1,8
1,0,1,2,7,3,8,2,0,6,5,1,6,6,player_1,player_2,6
11,2,4,2,0,1,3,8,11,1,1,2,2,0,player_1,player_1,18
5,2,0,1,0,0,0,13,10,0,6,1,0,10,player_1,player_1,18
16,1,1,1,1,0,1,13,0,7,2,0,3,2,player_1,player_1,42
33,0,0,0,0,0,0,15,0,0,0,0,0,0,player_2,,29
24,0,2,1,0,2,2,12,0,2,1,1,1,0,player_2,player_1,35
15,0,0,0,0,2,0,21,0,2,4,2,2,0,player_2,player_1,41
18,0,3,0,0,1,2,8,4,0,1,1,7,3,player_2,player_2,23
2,6,4,0,0,0,1,4,7,0,8,3,7,6,player_1,player_1,7
6,3,1,0,7,2,1,4,1,0,10,9,3,1,player_2,player_2,12
7,1,0,0,6,0,4,16,1,1,3,4,0,5,player_1,player_2,23
12,0,1,1,0,3,5,20,0,1,0,1,1,3,player_1,player_1,34
9,5,1,2,1,0,1,6,3,5,1,4,1,9,player_2,player_2,20
16,4,3,4,3,1,2,10,1,1,1,0,2,0,player_2,player_1,30
6,2,0,3,0,2,7,7,2,3,3,11,2,0,player_1,player_2,19
13,0,2,0,1,1,8,10,0,2,2,2,0,7,player_2,player_1,34
17,0,0,1,0,2,1,15,1,8,1,0,2,0,tie,player_2,43
2,6,2,0,7,0,8,2,0,7,0,1,7,6,player_1,player_2,9
16,0,0,2,1,7,0,13,0,0,1,8,0,0,player_2,player_1,15
3,1,0,0,8,3,8,3,6,1,6,1,0,8,player_1,player_2,9
24,0,0,0,0,0,0,24,0,0,0,0,0,0,tie,,37
15,1,1,1,1,0,0,9,1,2,12,0,3,2,player_1,player_1,27
14,0,3,1,0,0,2,15,0,0,1,0,2,10,player_2,player_1,40
14,1,2,0,2,4,7,10,5,2,1,0,0,0,player_2,player_1,24
20,1,0,0,1,2,3,16,0,1,0,0,2,2,player_2,player_1,49
12,1,0,0,1,0,7,21,2,1,3,0,0,0,player_1,player_2,36
21,0,0,0,1,0,1,17,0,2,1,3,1,1,player_2,player_1,26
13,0,0,1,0,7,3,7,10,0,2,3,0,2,player_2,player_1,24
13,0,0,0,0,1,3,4,8,0,5,5,0,9,player_2,player_1,14
21,0,1,1,2,1,0,13,0,3,1,0,2,3,player_2,player_1,28
12,0,0,1,0,0,13,20,0,0,2,0,0,0,player_1,player_2,37
7,0,4,1,1,1,10,4,8,2,0,0,9,1,player_2,player_1,16
2,1,7,7,0,0,0,11,2,0,7,7,0,4,player_1,player_2,9
6,9,2,7,0,0,1,6,1,10,1,0,1,4,player_1,player_2,14
16,0,1,1,0,4,0,17,0,7,0,2,0,0,player_1,player_2,31
4,8,0,7,0,2,0,16,0,0,7,1,0,3,player_1,player_2,12
11,1,2,5,4,0,0,7,3,0,0,5,10,0,player_2,player_2,16
2,0,7,6,5,1,0,4,6,6,5,0,5,1,player_1,player_1,6
1,4,4,0,5,5,0,2,5,0,6,6,5,5,player_2,player_2,3
18,2,2,3,4,1,0,10,0,4,1,1,0,2,player_2,player_1,34
18,1,0,4,1,3,0,12,1,6,0,0,0,2,player_2,player_1,39
2,5,4,0,1,0,7,3,6,0,6,2,6,6,player_2,player_2,5
5,0,4,9,1,2,3,10,0,0,0,0,10,4,player_2,player_1,17
3,0,2,9,0,7,6,2,6,1,2,6,1,3,player_1,player_2,8
12,2,0,7,2,1,1,8,2,0,7,0,4,2,player_2,player_1,25
15,0,3,1,2,2,0,17,0,0,0,1,4,3,player_1,player_2,37
7,0,0,3,0,0,4,14,0,3,0,13,4,0,player_1,player_2,23
5,0,0,1,0,6,2,25,0,5,0,4,0,0,player_1,,21
6,1,5,0,3,4,11,7,7,0,2,0,0,2,player_1,player_2,15
3,1,7,1,3,8,8,2,6,1,1,6,1,0,player_1,player_1,7
23,1,0,0,3,0,4,13,0,2,2,0,0,0,player_2,player_1,40
7,0,4,2,12,1,2,7,3,5,0,1,2,2,tie,player_2,17
11,0,5,0,1,1,1,4,2,1,1,4,9,8,player_2,player_2,14
2,2,7,1,0,7,6,2,2,6,6,0,6,1,player_1,player_1,6
7,1,9,2,2,0,3,11,0,4,3,4,2,0,player_1,player_1,20
14,0,1,2,0,0,2,22,1,2,0,2,0,2,player_1,player_2,31
5,8,0,8,6,0,0,4,1,0,8,6,2,0,player_1,player_2,11
2,6,6,0,1,1,2,5,2,0,8,1,7,7,player_1,player_1,8
5,3,0,2,0,10,0,10,0,0,2,4,3,9,player_2,player_2,19
1,5,5,5,0,1,6,2,6,5,4,4,4,0,player_1,player_2,3
8,1,1,1,0,4,2,20,3,2,3,1,2,0,player_1,player_2,27
13,0,1,3,3,0,3,4,0,0,2,1,9,9,player_2,player_1,15
2,0,0,3,8,7,0,4,0,8,0,7,0,9,player_1,player_1,14
3,1,0,1,1,9,3,5,6,0,1,1,9,8,player_1,player_1,11
6,1,4,0,8,1,0,5,0,4,10,0,9,0,player_1,player_1,17
21,0,0,0,0,0,1,14,2,1,2,6,0,1,player_2,player_2,29
18,1,1,0,3,0,0,16,2,2,0,4,0,1,player_1,player_2,42
3,0,8,2,9,7,0,2,1,6,2,7,0,1,player_1,player_2,9
4,2,4,0,1,2,2,5,8,1,3,11,1,4,player_2,player_2,13
7,2,4,1,0,0,3,14,1,0,1,0,14,1,player_1,player_2,23
3,6,6,4,0,1,6,2,0,6,5,0,2,7,player_1,player_1,5
15,3,1,2,0,7,4,11,0,1,1,0,3,0,player_2,player_1,27
0,4,4,4,0,5,5,1,5,0,5,5,5,5,player_2,player_1,2
9,1,0,3,1,3,0,12,2,8,0,1,2,6,player_2,player_2,36
6,9,1,1,5,4,4,6,8,1,1,0,0,2,player_2,player_1,13
2,0,7,5,1,6,6,1,0,5,5,1,2,7,player_2,player_1,6
5,0,8,3,2,3,4,5,2,8,0,6,2,0,player_1,player_2,10
16,1,0,6,2,0,2,11,0,0,7,2,0,1,player_2,player_1,15
3,0,2,5,8,0,10,4,1,0,7,0,7,1,player_1,player_2,12
21,0,0,0,0,0,1,22,0,0,3,1,0,0,player_2,player_2,41
0,0,0,0,0,1,2,6,2,1,11,10,8,7,player_2,player_2,12
16,0,0,1,5,2,1,15,1,1,4,2,0,0,tie,player_2,21
5,1,0,11,2,2,1,8,4,1,0,12,0,1,player_1,player_1,17
18,0,0,0,1,2,7,15,5,0,0,0,0,0,player_2,player_1,44
3,1,7,3,7,6,0,8,0,0,6,6,0,1,player_1,player_1,6
3,3,0,0,10,0,7,3,1,1,2,8,8,2,player_2,player_2,12
1,1,5,5,5,5,0,1,5,5,5,0,5,5,player_2,player_2,3
18,1,0,2,2,2,1,11,3,1,2,4,0,1,player_2,player_2,34
14,2,5,0,0,1,3,21,0,0,0,0,2,0,player_1,player_1,26
3,6,0,6,5,0,0,3,6,0,2,8,2,7,player_1,player_1,10
8,0,1,1,2,2,1,19,3,2,1,7,1,0,player_1,player_2,26
5,1,8,0,8,0,3,4,7,1,7,1,2,1,player_1,player_2,10
4,7,1,1,0,0,9,5,0,0,3,8,7,3,player_1,player_1,10
11,1,6,1,0,1,1,14,0,0,6,0,3,4,player_1,player_2,38
3,1,2,7,0,0,8,3,1,7,0,3,4,9,tie,player_1,11
7,0,2,5,6,1,0,9,13,3,0,1,0,1,player_1,player_2,24
9,0,11,1,3,0,5,6,6,4,0,1,1,1,player_1,player_2,20
9,4,1,0,3,2,0,22,0,0,5,0,0,2,player_1,player_1,42
7,0,0,0,0,1,0,21,3,0,7,7,0,2,player_1,player_1,30
5,9,1,0,1,3,0,6,9,9,0,0,3,2,player_2,player_2,14
21,2,0,0,0,0,0,18,2,1,1,3,0,0,tie,player_2,33
12,3,1,0,9,0,1,7,4,0,10,0,0,1,player_2,player_2,18
12,2,1,3,0,0,10,19,0,0,0,0,0,1,player_1,player_1,48
8,3,4,4,2,3,0,13,2,5,1,1,1,1,player_1,player_2,22
20,1,0,12,0,3,5,4,0,0,0,2,0,1,player_2,player_1,18
7,0,1,5,2,4,0,9,0,7,0,0,2,11,player_1,player_2,23
3,1,1,0,9,2,3,17,0,2,0,1,1,8,player_1,player_1,13
0,0,5,5,5,5,4,0,4,0,5,5,5,5,tie,player_1,2
20,3,0,0,1,2,0,17,0,3,0,1,1,0,tie,player_2,24
3,0,6,6,0,7,7,1,5,0,0,7,6,0,tie,player_1,8
11,2,2,2,2,1,2,14,1,0,2,3,3,3,player_1,player_1,28
12,3,1,6,0,0,7,10,2,0,1,1,4,1,player_1,player_2,29
15,1,11,1,12,0,1,3,0,2,1,0,0,1,player_2,player_1,17
10,7,1,1,1,0,5,5,1,2,8,0,7,0,player_2,player_2,11
3,2,7,6,0,6,0,2,0,7,6,6,1,2,player_1,player_2,6
2,1,0,3,1,3,10,11,1,1,1,6,0,8,player_2,player_2,13
1,4,0,5,0,6,6,1,1,6,1,6,6,5,player_2,player_2,4
3,0,3,3,7,1,1,4,7,0,7,2,7,3,tie,player_2,8
0,4,0,5,5,5,5,0,4,0,5,5,5,5,player_1,player_1,2
24,0,0,1,0,9,2,11,0,0,1,0,0,0,player_2,player_2,37
9,1,5,2,0,3,2,7,4,6,1,0,2,6,player_1,player_2,17
6,2,0,6,1,5,3,17,1,0,1,1,3,2,player_1,player_2,22
2,5,0,2,1,7,7,3,5,0,5,5,0,6,player_1,player_1,5
10,4,1,1,0,0,8,8,5,4,2,3,1,1,player_2,player_2,28
12,1,0,3,2,3,3,6,1,1,8,0,7,1,player_2,player_2,14
2,1,6,0,1,8,1,4,1,0,2,8,7,7,player_1,player_1,12
1,5,1,2,0,8,8,3,5,0,5,5,5,0,player_1,player_1,6
2,3,2,2,2,2,0,6,8,2,10,1,8,0,player_2,player_1,12
12,2,2,2,0,1,0,20,2,1,0,1,1,4,player_1,player_2,36
11,2,5,2,9,1,3,3,2,1,4,0,2,3,player_2,player_1,11
10,0,0,0,1,1,1,14,1,5,0,5,2,8,player_1,player_2,30
6,0,0,3,0,6,0,22,3,0,1,1,3,3,player_1,player_1,30
3,6,0,5,1,2,7,3,1,6,5,0,2,7,player_2,player_2,6
1,1,5,5,5,5,0,1,5,5,5,0,5,5,player_1,player_2,3
9,0,10,8,0,0,0,6,8,0,0,0,4,3,player_1,player_1,13
21,1,0,1,4,2,2,15,0,0,1,0,0,1,tie,player_2,55
2,5,1,0,7,6,0,2,5,5,0,2,7,6,player_1,player_2,7
6,2,8,8,1,7,1,2,0,7,2,2,0,2,player_2,player_1,10
4,8,1,2,1,0,0,7,1,2,3,8,3,8,player_2,player_2,11
11,2,8,5,0,0,6,6,2,0,2,5,0,1,player_1,player_2,24
9,4,9,1,1,1,0,6,0,6,1,3,7,0,player_1,player_1,19
10,1,0,0,0,0,0,17,1,4,2,0,9,4,player_1,player_1,30
13,4,2,0,1,3,0,19,1,3,0,0,2,0,player_1,player_2,37
6,0,1,1,3,1,2,8,0,15,0,3,0,8,player_2,player_1,21
10,0,4,5,10,0,0,11,0,1,3,2,1,1,player_2,player_1,22
19,5,0,0,0,1,2,15,0,0,0,6,0,0,tie,player_1,44
11,1,1,1,8,0,3,11,2,1,0,4,3,2,player_2,player_2,42
5,1,3,8,3,10,2,11,1,0,1,1,0,2,player_1,player_1,12
8,0,5,0,6,2,4,12,0,0,3,1,7,0,player_1,player_1,26
9,1,2,8,2,0,1,3,1,1,10,9,1,0,player_2,player_2,14
16,2,0,7,1,3,0,8,2,2,0,4,1,2,player_2,player_1,30
18,0,0,0,0,2,1,23,0,2,0,1,1,0,player_1,player_1,39
8,0,0,0,3,3,6,14,0,2,0,1,0,11,player_2,player_1,21
8,0,0,2,0,8,0,12,1,4,2,8,2,1,player_2,player_2,24
19,1,0,0,0,3,1,23,1,0,0,0,0,0,player_1,player_2,36
0,0,5,1,6,6,0,2,0,6,6,6,5,5,tie,player_2,4
7,0,0,3,1,1,2,17,0,4,1,10,0,2,player_2,player_2,29
6,0,2,3,1,9,9,10,1,1,1,2,1,2,player_1,player_2,12
21,0,3,0,2,0,2,17,0,0,0,0,0,3,player_1,player_1,33
20,1,0,0,2,0,0,15,0,2,4,0,4,0,player_2,player_2,36
20,0,0,0,0,0,0,28,0,0,0,0,0,0,player_1,,56
19,1,0,1,1,0,5,20,0,0,0,0,0,1,player_1,player_2,40
5,1,0,3,1,1,11,6,9,1,0,7,1,2,player_2,player_1,15
2,6,1,0,2,9,8,10,0,3,0,0,7,0,player_1,player_2,11
6,0,0,8,2,3,2,9,3,0,0,15,0,0,player_2,player_1,26
0,4,4,4,0,5,0,2,1,6,6,6,5,5,tie,player_2,3
2,1,6,5,5,0,5,3,0,0,0,7,7,7,player_1,player_1,5
14,4,3,1,1,1,3,6,2,10,0,0,0,3,tie,player_1,17
16,8,0,0,0,0,2,6,5,0,0,0,0,11,player_1,player_1,20
7,2,11,0,0,8,0,12,0,0,0,2,6,0,player_1,player_1,17
4,4,2,1,4,1,8,6,3,12,2,0,0,1,player_1,player_1,16
10,0,0,2,2,3,5,9,0,3,13,0,0,1,tie,player_1,27
20,3,0,0,1,0,4,16,1,0,0,0,0,3,player_1,player_1,48
19,0,2,1,0,0,1,23,1,0,0,0,0,1,player_1,player_1,36
16,0,2,0,8,2,1,13,0,0,0,2,4,0,player_1,player_1,36
6,8,7,0,0,3,1,4,7,7,0,0,3,2,player_1,player_1,11
13,1,0,0,5,2,0,19,1,0,1,1,1,4,player_1,player_2,40
0,0,5,1,6,6,5,1,4,4,4,4,4,4,player_2,player_2,2
3,0,3,2,8,0,0,5,9,7,0,8,1,2,player_1,player_2,11
8,12,3,0,1,1,0,15,0,1,0,1,3,3,player_1,player_2,25
2,5,0,7,5,5,5,0,0,5,1,6,6,1,player_2,player_1,5
5,4,0,1,7,0,2,4,0,4,3,9,8,1,player_1,player_2,12
11,11,1,0,3,0,1,10,0,1,7,1,0,2,tie,player_1,18
9,1,4,0,7,1,3,8,2,1,1,4,4,3,player_2,player_2,22
7,0,3,9,0,8,6,10,0,0,0,0,1,4,player_2,player_2,12
6,4,1,0,2,0,10,5,0,4,1,12,3,0,player_1,player_2,19
4,4,0,4,9,8,0,4,4,0,0,0,10,1,player_1,player_2,15
22,0,3,1,0,0,1,19,0,0,0,1,0,1,player_2,player_1,49
12,3,0,0,0,2,0,17,1,0,0,7,6,0,player_1,player_2,39
1,5,4,4,4,0,1,2,6,6,5,0,5,5,player_2,player_2,3
9,1,13,2,0,0,3,7,0,3,0,8,1,1,player_1,player_2,21
7,1,1,10,2,0,4,9,0,0,0,0,1,13,player_1,player_1,20
17,1,0,2,8,1,0,9,0,4,0,2,0,4,player_1,player_2,27
9,0,2,2,6,2,5,18,2,0,2,0,0,0,player_2,player_2,35
9,9,1,2,12,0,4,4,0,0,0,4,1,2,tie,player_1,16
12,2,4,1,0,3,6,11,1,2,3,0,1,2,player_1,player_1,34
7,1,0,3,7,4,3,6,2,5,5,0,1,4,player_2,player_1,17
4,8,0,2,0,1,2,7,0,3,3,8,7,3,player_1,player_2,13
1,5,1,6,5,0,6,1,5,5,5,4,4,0,player_1,player_2,3
2,0,2,3,8,7,0,3,2,6,1,7,7,0,player_1,player_2,8
17,0,0,0,0,0,2,25,1,1,0,0,0,2,player_1,,59
24,0,0,2,2,2,0,10,1,3,1,0,0,3,player_2,player_1,23
1,0,5,0,6,6,5,1,1,5,1,6,6,5,player_2,player_2,4
3,1,0,2,1,2,10,13,1,1,2,0,2,10,player_1,player_1,16
3,3,0,9,0,3,8,3,1,8,7,1,2,0,player_2,player_2,11
4,1,9,2,3,0,2,14,4,7,0,2,0,0,player_1,player_1,14
10,1,2,2,2,0,5,8,1,1,5,0,11,0,player_2,player_2,26
10,0,11,0,2,0,0,15,0,0,3,0,7,0,player_2,player_1,30
8,0,10,4,1,3,1,6,4,9,2,0,0,0,player_1,player_2,16
8,2,1,0,0,4,0,15,0,0,0,1,3,14,player_1,player_2,30
7,3,2,2,0,2,0,15,0,0,1,9,7,0,tie,player_1,23
10,0,2,0,1,0,1,21,1,1,0,1,0,10,player_1,player_2,38
12,1,3,0,4,7,4,10,0,5,0,2,0,0,tie,player_1,37
20,1,1,0,11,0,1,9,0,0,0,2,2,1,player_2,player_1,30
18,1,0,5,0,2,0,13,0,1,0,2,4,2,tie,player_1,23
24,1,0,1,0,1,2,13,1,2,1,0,1,1,player_2,player_2,55
21,1,0,0,4,0,0,9,0,0,4,8,1,0,player_2,player_1,31
0,0,5,1,6,6,1,2,0,6,6,5,5,5,player_2,player_2,4
8,0,1,2,7,0,7,2,0,6,2,7,6,0,player_1,player_1,6
12,3,2,0,1,0,3,16,0,3,0,3,2,3,player_1,player_1,43
11,0,0,0,2,0,0,27,1,1,2,1,3,0,player_1,,36
6,0,0,1,6,0,0,21,0,0,3,3,1,7,player_1,player_1,28
5,0,0,1,1,1,0,19,0,2,5,2,3,9,player_1,player_1,21
5,2,2,10,6,4,0,7,5,1,0,2,1,3,tie,player_1,14
20,0,0,0,0,1,12,7,3,0,0,0,5,0,player_2,player_1,23
9,0,2,0,4,2,2,13,2,0,12,0,1,1,player_1,player_2,22
13,2,1,3,0,1,1,11,9,1,0,0,4,2,player_1,player_1,24
6,4,1,0,4,3,11,4,1,0,5,3,5,1,player_1,player_2,17
4,1,9,4,3,0,9,3,0,8,6,0,0,1,player_2,player_1,12
8,0,1,5,1,3,1,9,0,3,2,8,0,7,player_1,player_1,24
2,1,3,0,7,1,2,4,2,0,10,9,6,1,player_2,player_1,11
14,9,2,1,3,4,0,6,2,0,2,3,1,1,player_2,player_2,16
2,6,1,0,7,6,0,2,1,6,0,3,8,6,player_1,player_1,7
3,0,8,6,2,0,7,2,1,6,2,0,3,8,player_2,player_2,8
12,2,1,1,2,0,14,5,0,3,6,1,1,0,player_2,player_1,29
11,0,0,3,0,0,2,7,3,5,13,0,4,0,player_1,player_2,24
12,5,4,0,2,1,1,8,4,0,5,0,4,2,player_1,player_2,22
12,0,1,1,0,5,2,19,2,3,0,0,3,0,tie,player_2,39
3,0,4,2,1,9,7,3,6,2,0,0,3,8,player_1,player_1,11
18,1,4,1,0,7,10,3,0,4,0,0,0,0,tie,player_1,18
7,1,3,4,1,0,4,8,6,2,4,5,3,0,player_2,player_2,20
11,1,1,1,0,2,1,19,1,1,0,2,8,0,player_1,player_1,43
2,2,1,0,4,9,2,4,0,9,8,1,6,0,player_1,player_1,10
13,3,0,0,0,5,5,10,4,1,0,4,0,3,player_2,player_2,28
5,5,1,1,2,0,2,7,0,2,3,6,3,11,player_2,player_1,16
1,1,6,0,7,1,6,9,0,0,6,5,0,6,player_2,player_2,6
1,0,5,5,5,5,4,0,4,0,1,6,6,6,player_1,player_1,3
12,1,0,0,4,6,6,6,0,4,3,3,3,0,player_2,player_1,31
21,0,0,0,0,1,0,23,0,0,0,0,0,3,player_1,player_2,40
9,0,8,11,3,2,0,3,1,2,0,3,4,2,player_2,player_2,21
6,0,2,3,0,0,1,10,0,13,2,1,3,7,player_1,player_2,25
9,1,0,3,1,1,0,20,1,0,0,1,8,3,player_1,player_2,31
12,1,4,1,5,0,14,8,0,2,1,0,0,0,player_2,player_1,30
10,0,13,3,3,0,3,10,3,0,1,0,2,0,player_2,player_1,25
4,2,1,1,3,3,0,8,5,1,2,5,10,3,player_1,player_2,17
6,2,1,10,2,5,6,5,4,3,0,3,0,1,player_1,player_1,13
16,0,0,0,0,0,0,32,0,0,0,0,0,0,player_1,,19
17,1,1,3,1,0,3,17,4,0,0,1,0,0,player_2,player_1,48
13,0,2,1,1,10,1,11,2,0,0,6,1,0,player_1,player_1,34
13,0,0,1,1,1,1,22,0,2,1,0,3,3,tie,player_1,49
23,0,0,1,2,2,0,15,2,0,0,0,0,3,player_2,player_1,49
23,0,0,0,0,2,0,17,0,1,0,3,0,2,player_2,player_1,52
4,4,0,2,0,9,4,4,3,1,8,0,0,9,player_1,player_2,11
11,0,0,10,1,0,0,19,1,0,0,0,2,4,player_1,player_1,40
3,0,6,5,1,2,1,4,1,0,8,7,3,7,player_1,player_1,8
3,0,8,7,6,0,1,8,0,7,0,1,6,1,player_1,player_1,8
11,0,0,1,0,0,1,23,0,0,1,1,10,0,player_1,player_1,22
23,0,0,3,1,1,1,7,4,0,3,3,0,2,player_2,player_1,22
1,1,6,6,5,0,5,1,5,5,5,4,4,0,tie,player_2,3
6,0,8,0,2,9,0,5,7,2,8,1,0,0,player_2,player_2,12
6,0,1,1,2,14,4,8,0,1,0,1,5,5,player_1,player_1,21
3,6,6,4,0,0,2,3,7,1,7,0,2,7,player_1,player_2,6
7,2,3,0,0,0,2,9,10,1,2,0,1,11,player_1,player_2,18
3,6,6,6,1,7,0,2,6,1,2,0,7,1,player_1,player_1,7
6,1,0,11,10,6,2,6,3,2,0,0,0,1,player_2,player_2,15
8,1,1,1,4,6,2,8,1,1,1,8,0,6,player_2,player_1,30
6,1,4,4,0,1,0,17,3,0,0,9,1,2,player_1,player_2,25
2,5,5,0,5,1,6,2,0,6,5,5,5,1,player_1,player_2,4
1,4,4,4,0,5,5,1,5,4,0,5,5,5,player_2,player_2,2
5,2,9,3,7,0,0,7,0,0,0,2,4,9,player_1,player_1,11
16,8,0,0,1,0,3,11,2,0,0,1,1,5,player_1,player_1,35
3,8,2,0,2,4,0,5,2,1,8,2,2,9,tie,player_2,11
22,0,2,0,0,1,10,8,0,1,1,0,3,0,player_2,player_2,34
18,1,5,3,2,1,0,8,5,2,3,0,0,0,player_2,player_2,19
2,0,8,2,1,7,0,5,0,0,7,1,8,7,player_1,player_2,8
5,7,6,1,2,0,8,4,8,0,1,2,2,2,player_2,player_2,9
23,1,0,1,1,1,0,16,0,0,0,0,1,4,player_2,player_1,57
6,2,0,9,0,8,1,3,1,2,1,11,0,4,player_1,player_1,14
10,4,0,7,1,0,0,14,5,1,1,3,2,0,tie,player_2,29
23,0,1,1,1,0,0,20,0,0,1,0,0,1,player_2,player_2,30
14,0,1,1,0,4,11,16,0,0,0,0,0,1,player_1,player_2,28
10,0,3,1,1,1,1,24,1,0,0,2,2,2,player_1,player_2,36
4,1,9,5,7,0,6,2,5,5,1,0,1,2,player_1,player_1,8
7,0,3,0,0,1,7,10,0,3,9,8,0,0,player_2,player_1,21
13,0,1,3,2,0,2,17,1,0,0,8,0,1,player_1,player_2,33
16,1,1,1,1,1,0,17,3,3,1,3,0,0,player_2,player_2,34
10,0,1,0,0,1,3,27,1,0,0,1,4,0,player_1,,34
4,8,0,3,1,1,3,9,1,1,3,2,9,3,player_1,player_2,16
21,0,0,1,1,0,3,17,1,0,0,3,1,0,player_2,player_2,35
10,5,0,0,2,1,2,11,2,5,0,1,3,6,player_1,player_2,25
18,1,1,0,0,6,0,19,0,1,0,0,2,0,tie,player_2,51
5,1,5,1,0,3,1,11,1,13,1,0,2,4,player_1,player_1,22
15,1,0,0,2,0,2,21,2,1,0,1,0,3,player_1,player_2,36
1,0,1,6,0,7,7,1,1,6,6,1,6,5,player_1,player_2,5
8,0,1,1,2,0,0,18,1,0,2,13,0,2,player_1,player_2,24
21,1,0,2,0,1,0,16,2,1,2,2,0,0,player_2,player_2,32
