0,1,2,3,4,5,6,7,8,9,10,11,12,13,winner,turn,move_number
3,1,7,6,5,0,1,8,1,1,1,6,6,2,tie,player_2,6
15,2,1,2,0,1,4,12,2,2,2,2,1,2,player_1,player_2,26
5,0,2,7,6,2,7,2,0,2,1,2,2,10,player_2,player_2,11
6,8,4,0,4,0,1,8,0,0,3,6,1,7,tie,player_2,22
18,3,0,2,0,0,0,20,0,2,0,0,2,1,player_2,player_1,36
4,1,2,0,1,3,5,11,1,4,10,3,2,1,player_1,player_2,13
7,0,4,0,0,13,5,14,1,0,1,1,1,1,player_1,player_2,22
5,7,6,1,0,0,0,6,2,0,10,8,1,2,player_1,player_1,14
5,0,4,7,0,7,0,2,6,1,1,2,10,3,player_2,player_2,12
6,1,12,0,4,1,5,4,2,0,0,1,6,6,player_2,player_2,18
1,1,6,5,0,6,1,2,2,7,0,6,6,5,player_2,player_2,5
2,2,6,0,0,1,0,6,8,3,0,12,1,7,player_2,player_1,14
3,7,0,6,1,6,0,4,0,6,6,1,6,2,player_2,player_1,7
5,3,1,8,1,4,0,4,2,4,0,2,11,3,player_1,player_1,12
0,4,4,0,5,5,0,2,5,5,5,5,4,4,player_1,player_2,2
8,3,0,1,1,3,3,9,0,12,0,3,2,3,player_2,player_2,26
12,8,1,1,2,3,2,7,0,1,1,8,0,2,player_1,player_1,15
3,7,0,1,6,2,2,4,1,7,6,6,1,2,player_1,player_2,7
9,3,2,2,0,0,1,13,1,2,8,1,2,4,player_1,player_2,12
18,0,0,7,0,0,0,18,0,2,1,1,0,1,player_2,player_1,30
4,8,5,5,1,1,1,5,2,1,7,0,8,0,player_1,player_1,11
13,1,0,0,9,1,1,7,1,6,1,2,3,3,player_2,player_2,28
15,11,1,1,1,3,0,14,1,1,0,0,0,0,player_2,player_1,23
3,0,0,3,8,3,3,5,1,8,7,1,6,0,player_1,player_2,8
19,1,4,0,0,5,1,13,0,2,0,0,2,1,player_1,player_1,37
16,5,2,2,1,3,0,5,2,1,7,1,3,0,player_1,player_1,19
15,0,0,3,2,0,10,8,3,3,3,0,1,0,player_2,player_2,19
4,7,6,1,6,1,0,3,7,1,1,0,3,8,player_1,player_1,7
7,1,0,2,3,4,1,15,1,2,1,1,9,1,player_1,player_2,17
17,0,1,1,4,1,1,15,0,2,6,0,0,0,player_2,player_1,39
10,0,2,0,0,2,4,15,1,0,1,6,6,1,player_1,player_1,34
13,3,4,3,0,1,2,13,2,4,0,3,0,0,player_1,player_1,32
13,0,4,3,0,0,0,18,2,4,0,0,4,0,player_1,player_1,36
6,4,4,2,0,1,0,6,3,8,1,3,10,0,player_2,player_1,14
12,3,1,2,2,4,3,13,0,0,2,5,0,1,player_2,player_1,35
14,3,2,0,0,0,0,10,8,0,6,1,3,1,player_1,player_2,32
16,1,0,0,2,0,2,25,0,1,0,1,0,0,player_1,,47
16,4,1,0,5,6,0,9,0,1,0,2,3,1,player_2,player_2,18
14,0,3,0,0,1,1,21,3,1,1,2,1,0,player_1,player_2,34
6,1,7,6,0,2,1,4,0,1,8,3,8,1,tie,player_2,11
16,4,0,0,2,0,0,19,0,0,6,0,0,1,player_1,player_2,40
6,0,2,0,0,0,2,14,0,16,5,0,3,0,player_1,player_1,28
7,0,9,0,4,0,10,3,2,8,0,3,2,0,player_1,player_2,15
14,1,5,2,1,1,1,21,1,0,0,0,0,1,player_1,player_1,41
14,0,0,0,0,1,0,25,1,1,4,1,1,0,player_1,,51
12,0,4,3,1,0,3,9,1,1,12,0,1,1,player_2,player_2,30
4,1,1,1,7,0,7,3,2,7,7,6,1,1,player_2,player_2,7
6,5,0,9,0,2,0,7,2,0,1,6,10,0,player_2,player_1,23
15,0,0,0,0,1,1,18,0,0,4,7,0,2,player_2,player_1,51
3,6,6,6,0,5,1,2,0,6,6,5,0,2,player_2,player_1,5
16,5,0,2,1,1,2,14,2,2,0,0,2,1,tie,player_2,47
1,5,4,4,4,4,0,1,5,5,5,0,5,5,player_1,player_1,2
17,0,1,1,1,1,2,14,5,1,0,2,1,2,player_1,player_2,48
4,1,0,1,2,5,2,9,7,0,8,0,0,9,player_2,player_2,17
1,5,5,0,0,0,0,4,2,1,8,8,7,7,player_1,player_2,6
16,2,1,4,4,0,2,6,0,1,9,1,1,1,player_2,player_1,18
1,0,7,2,6,6,0,2,1,6,6,6,5,0,player_2,player_2,6
4,1,2,0,8,2,5,5,1,7,0,3,7,3,player_2,player_2,10
12,0,3,1,1,0,2,16,1,0,4,0,1,7,player_1,player_2,31
2,1,2,7,7,6,5,0,4,0,1,6,0,7,player_1,player_1,5
2,2,6,6,0,1,6,2,6,6,6,0,5,0,player_2,player_2,5
2,1,5,5,1,2,6,2,1,0,1,8,7,7,player_1,player_1,7
9,1,0,1,1,2,2,11,2,0,2,3,14,0,player_1,player_1,32
5,5,2,5,0,1,1,8,0,6,11,1,2,1,player_1,player_1,17
15,0,0,0,8,0,9,4,2,0,0,0,10,0,player_2,player_2,14
11,0,2,3,0,0,0,19,13,0,0,0,0,0,player_2,player_2,35
16,1,0,0,13,1,4,4,1,0,0,4,0,4,player_1,player_1,31
12,2,5,0,1,4,2,7,3,8,1,1,0,2,player_1,player_2,15
19,0,0,3,1,1,1,16,0,1,3,3,0,0,player_1,player_2,35
3,6,1,0,8,7,0,8,0,0,0,1,7,7,player_1,player_1,8
23,2,1,0,1,0,1,18,0,0,0,0,0,2,tie,player_1,43
11,5,1,0,9,3,0,15,0,2,1,0,1,0,player_1,player_2,24
2,6,5,0,0,6,0,4,6,0,6,6,1,6,player_2,player_1,6
5,6,2,1,7,0,7,2,0,1,7,7,2,1,player_1,player_2,8
1,5,0,5,1,6,6,1,0,5,5,1,6,6,player_1,player_1,4
5,0,1,0,1,9,7,2,1,3,8,8,3,0,player_2,player_2,9
1,5,4,4,4,4,0,1,5,5,0,5,5,5,player_2,player_1,2
3,0,4,7,1,2,2,3,3,0,7,6,0,10,player_2,player_1,13
17,4,1,2,3,1,1,15,2,2,0,0,0,0,player_2,player_1,32
15,1,1,3,0,1,6,16,0,1,1,1,1,1,player_2,player_2,27
20,0,4,0,0,5,0,17,1,0,1,0,0,0,player_1,player_1,34
6,0,3,0,3,6,4,23,0,1,0,2,0,0,player_1,player_2,27
12,0,2,10,9,0,3,5,3,0,2,0,1,1,player_1,player_2,16
18,0,0,0,2,6,2,10,0,0,3,6,1,0,player_2,player_1,35
15,6,1,0,5,0,0,13,1,1,1,0,4,1,player_1,player_2,53
1,0,5,5,5,5,4,0,4,4,0,5,5,5,player_2,player_2,2
5,1,2,4,3,9,8,3,1,2,7,2,1,0,player_2,player_1,11
6,3,2,9,1,1,2,9,0,0,0,10,2,3,player_2,player_1,13
2,5,0,0,6,2,1,4,7,0,8,6,1,6,player_2,player_1,8
22,0,0,1,1,0,0,21,0,0,0,0,1,2,player_1,player_1,63
9,1,4,2,0,6,6,10,4,6,0,0,0,0,player_1,player_1,24
21,1,2,0,1,11,0,6,4,1,0,1,0,0,player_2,player_1,26
3,8,2,0,2,2,0,6,0,9,9,7,0,0,player_2,player_1,11
9,1,1,0,4,6,5,10,0,4,0,1,0,7,player_1,player_2,31
1,4,0,0,6,6,6,1,5,0,1,6,6,6,player_1,player_2,4
2,6,5,5,0,0,6,2,6,5,5,0,0,6,player_1,player_1,4
5,2,7,1,3,0,1,4,1,3,8,8,2,3,player_1,player_2,11
7,1,0,1,0,9,8,3,1,4,4,4,0,6,player_1,player_2,18
12,0,0,7,2,1,1,19,0,0,4,1,1,0,player_1,player_2,38
10,0,1,3,0,0,0,23,1,2,5,2,0,1,player_1,player_2,30
3,2,0,2,8,7,6,2,6,5,0,5,0,2,player_2,player_1,7
2,2,0,0,7,7,6,2,1,6,0,6,2,7,player_2,player_1,6
15,0,0,1,1,1,2,22,0,2,0,1,1,2,player_1,player_1,38
10,1,1,0,0,1,6,8,0,2,2,1,3,13,player_2,player_2,24
22,1,0,0,1,0,3,14,4,0,0,2,1,0,player_2,player_2,28
9,0,0,0,9,2,1,6,3,10,7,0,0,1,player_1,player_2,13
10,1,0,0,1,1,0,17,3,1,1,12,0,1,player_1,player_2,20
9,0,1,8,0,0,0,6,2,1,9,9,3,0,player_2,player_2,11
2,2,7,0,2,8,1,4,2,8,6,0,6,0,player_2,player_2,8
7,4,1,2,2,0,0,19,0,6,0,3,4,0,player_1,player_1,22
9,0,0,0,5,1,0,24,0,0,4,0,1,4,player_1,player_1,23
3,1,3,3,0,3,1,9,2,12,2,0,7,2,player_2,player_2,16
14,0,2,4,1,4,0,14,2,1,3,2,0,1,player_2,player_2,37
4,1,7,5,0,1,1,6,7,3,2,9,0,2,player_1,player_1,17
7,0,0,0,2,4,5,13,0,1,4,5,0,7,player_1,player_2,15
11,1,0,0,1,7,6,4,0,2,8,0,0,8,player_2,player_1,12
14,2,1,2,3,1,0,17,1,1,1,1,0,4,player_1,player_1,20
20,2,1,3,0,1,6,6,1,1,0,0,3,4,player_2,player_1,25
5,1,2,2,0,2,2,18,0,4,5,4,1,2,player_1,player_1,25
7,5,1,2,0,1,0,15,0,3,3,5,0,6,player_2,player_2,28
9,2,1,10,9,3,1,11,2,0,0,0,0,0,player_1,player_1,16
16,3,1,0,1,0,6,9,0,0,4,4,4,0,player_2,player_2,24
0,0,5,5,5,0,5,1,5,1,6,5,5,5,player_1,player_2,3
1,4,4,4,4,0,5,1,5,0,5,5,5,5,player_2,player_2,2
4,6,5,5,0,2,7,2,0,1,0,8,0,8,player_2,player_2,9
4,1,6,0,7,2,7,2,6,6,0,1,6,0,tie,player_2,7
4,3,2,0,5,0,1,8,1,8,2,2,9,3,player_2,player_2,14
11,0,1,5,4,6,1,8,2,4,5,1,0,0,player_1,player_2,21
9,1,7,1,5,0,0,16,2,2,1,2,1,1,player_2,player_2,24
4,1,0,7,6,1,0,6,2,8,0,7,6,0,player_1,player_2,12
4,8,2,7,0,0,1,13,1,6,1,1,2,2,player_1,player_2,10
10,0,2,13,2,2,1,9,5,1,2,0,0,1,player_2,player_2,28
3,5,5,0,1,0,8,4,6,0,0,7,2,7,tie,player_1,8
22,1,0,0,1,0,0,23,0,1,0,0,0,0,player_1,player_1,44
10,0,0,0,12,3,3,5,4,0,2,4,5,0,player_1,player_2,20
13,0,2,3,0,4,1,15,1,0,4,2,3,0,tie,player_1,26
9,3,2,0,0,1,15,7,0,0,5,3,1,2,player_1,player_1,32
8,2,2,5,4,1,1,9,2,8,0,1,2,3,player_1,player_1,22
1,1,0,7,6,1,6,9,1,0,5,5,0,6,player_1,player_2,5
15,1,4,2,1,0,2,14,1,1,6,1,0,0,player_2,player_2,31
3,0,2,7,7,2,7,1,0,1,2,0,8,8,player_2,player_2,7
0,4,4,0,1,6,1,3,0,7,6,6,5,5,player_1,player_1,5
1,1,5,5,0,6,5,1,1,6,0,6,6,5,player_1,player_1,4
1,5,5,5,4,0,5,1,5,5,4,4,4,0,player_1,player_1,2
7,2,2,0,4,2,2,7,3,0,4,2,1,12,player_2,player_1,19
15,2,1,4,2,1,1,7,0,0,1,0,3,11,player_2,player_1,20
12,0,2,3,1,0,3,19,0,2,0,4,1,1,player_1,player_1,51
8,0,3,12,9,0,3,3,2,0,4,2,1,1,player_1,player_2,19
15,0,0,4,12,1,1,11,0,0,2,0,1,1,player_1,player_2,27
8,6,0,0,2,4,2,15,0,4,0,4,0,3,player_2,player_1,24
8,4,1,5,1,12,2,5,3,1,0,2,0,4,player_2,player_1,15
17,1,1,8,0,1,3,7,1,1,1,1,1,5,player_2,player_2,34
2,2,0,3,8,2,7,3,7,0,7,7,0,0,player_1,player_1,8
12,5,0,2,1,0,3,20,0,2,0,2,0,1,player_1,player_2,33
18,1,1,0,1,3,1,22,0,0,0,0,0,1,player_1,player_2,50
10,2,0,4,0,6,0,7,10,0,0,1,6,2,player_2,player_2,20
23,1,1,1,0,0,0,12,1,0,0,2,2,5,player_2,player_2,37
14,0,0,4,5,0,0,14,0,1,10,0,0,0,player_2,player_1,33
13,3,1,2,1,6,0,16,0,0,0,3,1,2,player_1,player_1,22
15,0,0,0,0,1,4,16,2,0,1,6,1,2,player_1,player_2,37
5,9,3,3,1,1,0,6,1,2,10,4,0,3,player_1,player_1,12
14,0,0,1,1,5,0,15,2,0,1,1,0,8,player_2,player_2,24
5,7,7,6,1,0,0,8,1,0,0,1,2,10,player_1,player_1,12
16,2,1,0,2,3,0,13,2,2,3,2,2,0,player_1,player_2,41
3,1,2,2,2,0,3,6,0,0,4,3,12,10,player_2,player_1,16
1,0,5,0,6,6,5,1,1,5,0,7,6,5,player_2,player_1,5
6,4,1,1,9,2,2,12,5,1,2,3,0,0,player_2,player_1,16
9,1,2,0,0,10,9,2,0,0,4,0,1,10,player_1,player_1,14
1,0,1,6,2,7,0,9,0,0,2,7,7,6,player_1,player_2,7
13,1,3,0,0,1,2,16,1,5,1,1,1,3,player_1,player_2,24
17,0,1,0,1,0,0,15,1,10,0,3,0,0,player_2,player_2,22
11,2,7,5,2,0,2,5,2,2,1,3,2,4,player_2,player_2,17
14,1,1,3,1,2,13,7,1,1,0,2,1,1,player_2,player_1,29
6,0,8,1,3,1,0,13,7,0,8,0,1,0,player_1,player_2,14
8,2,1,3,0,4,5,5,4,11,0,5,0,0,player_2,player_1,15
12,1,0,12,2,10,0,5,0,0,0,0,3,3,player_1,player_1,20
8,1,2,4,3,1,1,21,1,1,1,3,0,1,player_1,player_1,28
17,0,0,0,0,1,0,17,0,0,0,1,4,8,player_2,player_1,43
9,2,3,13,3,0,2,5,1,4,2,3,1,0,player_1,player_1,19
17,0,1,1,0,6,0,16,0,0,1,6,0,0,player_1,player_1,32
0,4,4,4,4,4,0,1,0,6,6,5,5,5,player_2,player_1,2
18,0,1,0,0,5,7,14,0,0,0,0,3,0,player_2,player_2,38
2,5,1,1,0,7,0,3,6,1,7,6,1,8,player_1,player_2,7
20,0,0,1,2,2,0,15,3,5,0,0,0,0,player_2,player_1,37
4,0,8,2,9,6,0,2,5,0,0,3,7,2,tie,player_2,9
7,8,2,1,1,3,1,8,3,2,0,0,5,7,player_2,player_1,17
9,0,2,4,6,4,0,12,0,0,2,2,0,7,player_1,player_2,28
15,5,1,2,0,3,1,18,2,1,0,0,0,0,player_1,player_1,33
16,0,0,0,0,1,1,24,1,0,4,0,0,1,player_1,player_2,58
4,1,0,6,5,9,1,4,0,8,8,1,0,1,player_2,player_1,12
16,2,1,0,0,0,0,18,0,0,2,0,9,0,player_2,player_1,33
3,1,3,0,3,8,8,2,1,2,7,7,0,3,player_1,player_2,8
4,1,2,3,3,9,4,5,7,0,6,1,2,1,player_2,player_1,10
23,0,0,1,1,1,0,17,2,1,0,0,2,0,player_2,player_1,49
11,0,0,7,1,2,0,15,2,0,0,4,5,1,player_1,player_2,26
24,0,1,0,1,1,12,7,0,0,0,0,0,2,player_2,player_2,28
8,9,1,1,3,0,3,6,3,2,0,4,7,1,player_2,player_2,19
7,5,8,0,2,1,2,5,0,10,4,3,0,1,player_2,player_1,16
13,0,4,4,1,1,2,8,6,5,4,0,0,0,player_2,player_2,26
9,0,0,1,0,2,1,11,0,1,3,1,0,19,player_2,player_1,37
3,0,1,0,9,8,2,8,1,8,0,0,0,8,player_2,player_2,14
14,0,5,3,1,2,2,12,3,0,2,2,0,2,player_1,player_1,38
8,1,1,3,1,2,0,17,0,0,1,1,1,12,player_1,player_1,32
15,3,0,0,2,0,1,17,2,1,1,1,0,5,player_2,player_2,27
4,0,2,1,0,5,11,6,8,0,9,2,0,0,player_1,player_1,15
3,0,2,8,6,6,0,2,0,0,8,8,2,3,player_2,player_1,9
5,1,3,4,7,2,2,6,4,0,1,1,11,1,player_2,player_1,16
19,0,0,0,5,0,5,18,0,0,0,0,0,1,player_1,player_2,42
13,3,1,5,3,0,4,10,4,0,0,1,2,2,player_2,player_1,20
18,3,2,4,0,1,0,8,1,2,1,3,0,5,player_2,player_1,30
4,8,4,2,0,0,4,5,8,1,3,0,0,9,player_1,player_1,13
9,1,9,5,7,0,1,7,0,2,0,1,4,2,player_1,player_1,19
5,0,8,1,1,3,1,5,9,8,5,1,0,1,player_2,player_2,10
2,6,6,5,5,0,0,2,6,6,5,5,0,0,tie,player_1,4
2,1,6,0,0,7,1,11,1,6,0,0,7,6,player_1,player_2,8
11,2,4,1,4,5,0,12,2,0,3,1,2,1,player_1,player_1,22
8,1,0,2,0,5,6,22,0,0,1,0,2,1,player_1,player_2,33
2,5,0,0,6,6,6,9,1,0,0,0,7,6,player_1,player_2,6
5,7,1,0,3,0,9,5,1,6,0,1,0,10,player_2,player_1,12
22,0,0,0,0,2,1,19,4,0,0,0,0,0,player_2,player_1,52
6,0,2,2,3,1,9,5,8,6,1,0,0,5,player_2,player_2,13
16,0,0,5,2,0,0,12,0,0,7,2,4,0,player_2,player_2,23
20,0,0,0,0,1,1,24,0,0,0,0,0,2,player_1,player_1,57
12,2,1,4,3,0,2,9,2,0,3,9,0,1,player_2,player_2,33
5,1,8,7,2,3,2,4,2,1,0,8,4,1,player_1,player_1,9
7,1,0,0,0,10,0,20,0,0,1,8,0,1,player_1,player_1,17
9,4,6,2,0,2,0,12,5,0,1,3,2,2,player_1,player_1,30
4,3,5,0,0,9,0,5,7,2,7,1,0,5,player_2,player_1,12
12,4,2,4,0,1,0,12,1,0,5,4,2,1,player_1,player_1,36
7,4,1,3,1,0,0,12,7,2,0,4,2,5,tie,player_1,23
0,4,4,0,0,6,6,2,5,5,4,4,4,4,player_1,player_2,2
14,2,1,0,0,3,0,17,2,1,1,2,3,2,player_2,player_2,44
22,0,0,0,0,0,1,23,0,0,0,1,1,0,tie,player_1,54
0,4,4,4,4,0,5,1,0,6,5,5,5,5,player_2,player_1,2
3,0,1,9,3,1,2,6,1,1,1,10,3,7,player_2,player_2,11
7,2,0,14,0,3,0,15,0,2,0,1,2,2,player_1,player_2,18
12,0,5,3,3,1,3,10,1,0,5,3,2,0,player_2,player_2,31
23,0,0,2,1,1,1,14,0,1,2,0,2,1,player_2,player_1,51
10,7,0,2,3,1,2,14,1,3,3,1,1,0,player_2,player_2,37
5,7,2,1,9,0,2,5,2,0,1,9,2,3,player_1,player_1,11
7,2,1,4,0,5,2,10,1,4,0,0,10,2,player_2,player_1,24
2,2,1,9,7,7,5,0,0,1,0,7,7,0,player_1,player_1,8
4,0,2,1,8,7,7,1,0,1,1,8,7,1,player_2,player_1,9
1,0,6,0,6,6,0,3,0,7,6,1,6,6,tie,player_2,8
14,0,1,3,1,1,8,13,1,2,0,2,1,1,player_1,player_1,31
7,3,0,0,7,1,4,10,4,0,0,1,3,8,player_2,player_2,26
5,0,0,0,1,4,1,23,1,1,2,6,1,3,player_1,player_2,20
3,2,1,7,6,6,0,9,0,5,0,0,2,7,player_1,player_1,8
0,4,4,4,4,0,5,1,5,5,4,4,4,4,player_2,player_2,1
1,4,4,4,4,0,5,1,5,0,5,5,5,5,player_1,player_2,2
1,5,1,1,6,6,6,1,4,4,4,4,0,5,player_2,player_1,3
5,3,8,1,2,0,5,4,3,10,3,1,2,1,player_2,player_2,13
18,0,2,3,0,0,0,14,0,3,0,8,0,0,player_2,player_1,31
11,5,0,3,3,2,0,10,0,3,6,3,2,0,tie,player_2,31
8,1,3,9,0,3,0,6,5,1,1,1,0,10,player_2,player_1,14
4,4,0,10,0,4,0,7,0,3,0,3,10,3,player_2,player_2,14
8,0,2,2,2,0,3,24,0,1,0,1,5,0,player_1,player_1,28
2,5,0,0,7,7,6,1,0,0,3,1,8,8,player_2,player_1,9
22,0,0,1,1,0,0,21,0,0,0,0,0,3,player_1,player_2,42
5,0,3,10,1,1,2,6,2,1,7,2,3,5,player_2,player_2,12
14,8,0,0,3,0,3,6,0,10,1,1,1,1,player_2,player_2,14
18,0,0,1,0,0,0,24,0,0,0,3,1,1,player_1,player_1,39
9,0,4,1,0,0,2,16,1,7,6,1,0,1,tie,player_2,29
8,9,7,3,1,1,0,12,1,2,0,0,2,2,player_1,player_1,22
10,7,1,1,0,1,3,6,3,2,6,6,1,1,player_2,player_2,19
6,0,2,5,2,0,6,6,9,2,0,2,3,5,player_1,player_2,17
13,0,0,0,4,0,12,5,1,0,10,1,0,2,player_2,player_1,17
20,0,0,1,1,1,1,22,0,0,0,0,0,2,player_1,player_1,53
16,0,1,1,1,0,0,21,1,0,0,0,1,6,player_1,player_2,33
10,2,3,0,4,0,0,12,4,0,2,0,0,11,player_2,player_2,21
2,5,5,0,0,7,1,3,0,3,0,8,7,7,player_2,player_2,8
15,0,0,2,0,0,0,18,1,1,0,0,0,11,player_2,player_2,45
10,0,0,2,0,4,1,18,0,2,4,0,3,4,player_1,player_1,27
5,2,0,0,1,1,9,8,3,0,0,1,13,5,player_1,player_2,20
13,1,0,3,2,1,12,9,1,0,2,1,3,0,player_1,player_1,23
18,0,13,0,0,0,1,8,0,2,3,2,0,1,player_2,player_2,33
3,7,2,1,0,7,2,3,0,4,8,8,1,2,player_1,player_1,8
5,0,0,2,0,9,8,12,7,2,1,0,2,0,player_1,player_2,13
18,0,4,1,4,0,1,9,0,0,6,0,5,0,player_1,player_2,21
2,1,4,0,3,9,7,2,2,3,8,7,0,0,tie,player_2,9
5,5,4,2,1,0,0,6,2,9,9,4,1,0,tie,player_1,13
9,6,0,0,5,0,10,13,0,0,0,0,0,5,player_1,player_1,22
10,1,4,1,0,0,13,6,2,2,1,6,0,2,player_2,player_2,23
3,0,0,3,11,2,1,16,0,0,0,1,9,2,player_1,player_1,17
4,7,2,1,7,2,8,2,0,6,6,1,2,0,player_2,player_1,7
4,2,7,0,10,6,1,8,1,0,0,0,1,8,tie,player_2,10
14,2,1,0,5,1,7,7,1,0,3,0,1,6,player_1,player_2,21
20,0,1,0,0,0,0,19,0,4,0,0,1,3,player_2,player_2,41
8,6,2,0,0,3,0,5,9,9,0,3,3,0,player_2,player_1,18
15,2,0,4,2,0,3,19,1,0,0,1,0,1,player_1,player_2,48
2,0,5,1,6,2,7,2,5,0,5,1,6,6,player_1,player_2,5
21,0,5,0,1,1,0,17,2,1,0,0,0,0,player_1,player_2,22
5,8,2,0,0,9,0,9,0,1,8,6,0,0,player_1,player_2,14
22,0,0,0,4,0,4,16,0,0,0,0,2,0,player_2,player_1,35
4,1,7,6,3,5,0,7,8,3,2,0,1,1,player_1,player_1,16
12,0,0,1,3,1,0,22,1,3,0,1,0,4,player_1,player_2,29
9,6,0,1,1,1,1,8,3,1,5,1,8,3,tie,player_2,22
9,1,6,1,11,0,1,12,1,0,2,0,0,4,player_1,player_1,21
21,1,0,1,2,2,4,14,1,0,0,0,2,0,tie,player_1,21
2,6,1,0,6,6,0,2,6,6,5,1,6,1,player_1,player_2,5
2,6,1,2,1,7,7,2,5,5,4,0,0,6,player_1,player_1,5
3,1,7,7,1,2,7,2,6,0,6,5,0,1,player_2,player_1,7
14,3,1,0,0,3,0,16,2,0,5,1,2,1,player_1,player_2,27
20,1,1,0,0,0,0,15,3,4,0,1,1,2,player_2,player_1,53
15,1,0,5,1,0,0,21,1,3,0,0,1,0,player_1,player_2,33
23,0,0,0,1,0,1,20,0,0,1,0,2,0,player_2,player_1,33
15,2,0,0,0,1,2,26,0,0,0,0,0,2,player_1,,34
3,7,3,1,8,0,3,3,6,6,6,1,1,0,player_2,player_2,10
19,0,0,0,4,0,2,19,0,0,1,1,0,2,player_2,player_1,34
6,1,2,0,8,1,2,12,2,1,1,1,9,2,player_2,player_2,12
10,4,2,0,2,0,2,20,2,5,0,1,0,0,player_1,player_1,30
11,1,0,5,0,0,5,16,1,4,1,0,1,3,player_1,player_2,22
12,1,0,2,1,1,1,16,0,0,1,0,12,1,player_2,player_1,26
10,0,1,0,3,6,1,6,3,4,9,0,5,0,player_1,player_1,15
9,0,3,9,3,0,2,8,0,3,0,7,1,3,tie,player_1,24
4,0,0,1,1,4,7,15,2,0,11,1,0,2,player_1,player_2,24
8,0,3,0,3,2,0,23,2,1,0,5,1,0,player_1,player_2,23
3,2,1,9,4,1,0,4,7,0,3,2,9,3,player_1,player_1,12
16,0,2,2,4,0,0,21,1,0,0,1,0,1,player_1,player_1,33
18,1,0,0,1,4,1,10,1,7,0,1,3,1,player_2,player_1,34
17,2,0,4,2,4,0,13,1,0,0,2,1,2,player_2,player_1,35
6,2,4,0,1,9,9,12,1,0,1,1,1,1,player_1,player_1,15
4,1,0,0,4,0,11,20,1,2,1,2,0,2,player_1,player_2,17
5,6,2,1,1,0,0,5,4,3,5,1,3,12,player_2,player_2,12
10,2,1,4,1,4,0,19,2,1,0,2,2,0,player_1,player_2,30
17,0,0,0,3,0,10,15,3,0,0,0,0,0,player_1,player_1,48
9,5,2,5,4,0,2,7,4,7,0,0,0,3,player_2,player_1,22
4,1,8,1,8,1,0,11,1,2,1,0,1,9,player_2,player_2,13
16,0,5,0,1,0,6,9,1,0,2,0,4,4,player_2,player_2,32
13,3,1,0,4,0,10,10,1,0,1,0,4,1,player_2,player_1,31
6,3,3,9,0,5,0,4,2,8,1,2,2,3,player_1,player_2,14
7,0,1,4,0,8,3,16,0,1,5,2,0,1,player_1,player_1,18
5,8,2,3,1,3,0,15,0,0,8,2,1,0,player_1,player_1,12
14,6,1,1,2,0,0,15,2,0,0,3,2,2,player_2,player_1,27
4,5,0,5,1,0,1,4,1,1,9,8,1,8,tie,player_2,9
17,2,0,0,0,2,8,11,4,0,1,0,1,2,player_1,player_2,42
16,2,6,1,0,0,4,13,1,0,1,0,2,2,player_2,player_2,41
7,1,6,0,3,4,1,11,3,1,3,0,7,1,player_2,player_2,23
18,1,0,2,2,0,0,12,1,0,6,1,0,5,player_2,player_1,29
4,8,0,8,0,1,7,2,6,6,5,0,1,0,player_2,player_2,9
13,1,1,0,2,2,3,22,1,1,1,0,0,1,player_1,player_1,22
3,7,1,2,0,2,0,5,7,2,8,1,2,8,player_1,player_2,8
18,0,0,1,0,1,0,22,0,2,4,0,0,0,player_1,player_1,48
1,4,4,0,1,1,7,3,0,0,8,7,6,6,player_2,player_1,6
2,6,0,6,5,0,1,2,6,6,0,7,0,7,player_2,player_1,8
1,5,0,5,1,6,6,1,0,5,5,1,6,6,player_2,player_1,4
1,5,5,0,1,6,1,3,1,6,0,7,6,6,player_2,player_1,5
8,3,0,4,2,0,2,22,0,2,2,0,1,2,player_1,player_1,28
3,0,0,0,0,0,1,9,0,13,0,0,12,10,player_2,player_1,24
20,3,1,1,2,1,1,16,0,0,0,0,1,2,player_2,player_1,38
4,3,8,0,0,7,6,2,6,1,0,1,7,3,player_1,player_1,7
4,7,0,2,5,1,8,3,0,2,2,0,4,10,player_2,player_2,11
17,1,1,5,1,0,2,8,1,0,1,7,1,3,player_2,player_2,28
1,5,0,0,6,0,7,2,2,6,1,7,6,5,player_2,player_2,5
16,1,1,4,1,4,6,10,0,0,0,0,3,2,player_2,player_1,45
13,2,0,3,1,0,2,14,3,0,2,7,0,1,player_2,player_2,34
4,3,7,1,7,2,2,3,2,7,7,0,3,0,player_2,player_1,9
18,0,1,0,1,0,1,21,1,1,0,1,0,3,tie,player_2,54
5,2,4,3,0,3,3,18,3,1,1,1,2,2,player_1,player_2,13
7,1,3,0,0,0,2,26,0,0,0,5,1,3,player_1,,31
7,2,0,3,7,6,1,12,3,1,2,1,3,0,player_2,player_2,20
16,3,4,0,1,2,3,6,2,7,0,2,1,1,player_2,player_1,19
8,3,0,4,1,1,0,16,0,12,1,0,1,1,player_2,player_2,22
5,0,0,0,0,9,0,7,7,6,6,0,0,8,player_2,player_1,12
7,4,1,0,1,12,4,4,0,3,2,0,0,10,player_2,player_2,16
1,4,4,4,4,0,5,1,0,6,1,6,6,6,player_1,player_1,3
12,3,0,3,0,3,5,6,5,0,2,2,6,1,player_2,player_2,20
6,0,3,0,0,12,1,15,1,1,4,1,2,2,player_1,player_2,25
